,Rk,Player,Tm,Age,Pos,G,GS,Att,Yds,TD,1D,Lng,Y/A,Y/G,Fmb,Years
270,263,Patrick DiMarco*,ATL,26,RB,16,8,1,0,0,0,0,0,0,0,2015
66,65,Patrick Laird,MIA,24,RB,15,4,62,168,1,9,18,2.7,11.2,0,2019
157,153,Patrick Laird,MIA,25,RB,16,0,13,72,0,4,17,5.5,4.5,1,2020
346,336,Patrick Laird,MIA,26,RB,6,0,1,4,0,0,4,4,0.7,0,2021
137,134,Patrick Taylor,GNB,23,RB,9,0,23,89,1,5,12,3.9,9.9,0,2021
182,178,Patrick Taylor,GNB,24,RB,14,0,10,31,0,2,6,3.1,2.2,0,2022
229,223,Paul Lasike,CHI,26,RB,10,3,3,8,0,3,5,2.7,0.8,0,2016
37,37,Paul Perkins,NYG,22,RB,14,1,112,456,0,24,22,4.1,32.6,1,2016
97,95,Paul Perkins,NYG,23,RB,11,4,41,90,0,3,14,2.2,8.2,0,2017
149,146,Paul Perkins,DET,25,RB,4,0,12,29,0,3,13,2.4,7.3,0,2019
130,127,Paul Smith,SFO,22,RB,10,0,18,72,0,3,14,4,7.2,2,2000
204,199,Paul Smith,SFO,23,RB,15,0,4,27,1,1,13,6.8,1.8,1,2001
118,116,Paul Smith,SFO,24,RB,11,0,18,90,0,6,16,5,8.2,0,2002
270,263,Paul Smith,DET,25,RB,7,0,2,5,0,0,3,2.5,0.7,0,2003
78,77,Peyton Barber,TAM,22,RB,15,1,55,223,1,10,44,4.1,14.9,0,2016
44,44,Peyton Barber,TAM,23,RB,16,4,108,423,3,25,34,3.9,26.4,2,2017
8,9,Peyton Barber,TAM,24,RB,16,16,234,871,5,41,28,3.7,54.4,1,2018
28,29,Peyton Barber,TAM,25,RB,16,7,154,470,6,23,17,3.1,29.4,1,2019
55,55,Peyton Barber,WAS,26,RB,16,2,94,258,4,26,15,2.7,16.1,0,2020
84,83,Peyton Barber,LVR,27,RB,10,1,55,212,2,12,27,3.9,21.2,2,2021
66,65,Peyton Hillis,DEN,22,RB,12,6,68,343,5,25,19,5,28.6,0,2008
151,148,Peyton Hillis,DEN,23,RB,14,2,13,54,1,4,13,4.2,3.9,1,2009
10,11,Peyton Hillis,CLE,24,RB,16,14,270,1177,11,58,48,4.4,73.6,8,2010
26,27,Peyton Hillis,CLE,25,RB,10,9,161,587,3,33,24,3.6,58.7,2,2011
53,53,Peyton Hillis,KAN,26,RB,13,2,85,309,1,19,18,3.6,23.8,2,2012
63,62,Peyton Hillis,NYG,27,RB,7,1,73,247,2,13,27,3.4,35.3,2,2013
121,119,Peyton Hillis,NYG,28,RB,9,0,26,115,0,4,16,4.4,12.8,0,2014
15,16,Phillip Lindsay,DEN,25,RB,16,16,224,1011,7,38,40,4.5,63.2,0,2019
41,41,Phillip Lindsay,DEN,26,RB,11,8,118,502,1,19,55,4.3,45.6,0,2020
56,56,Phillip Lindsay,2TM,27,RB,14,1,88,249,1,11,35,2.8,17.8,0,2021
159,155,Phillip Lindsay,IND,28,RB,3,0,15,49,0,1,15,3.3,16.3,0,2022
17,18,Phillip Lindsay*,DEN,24,RB,15,8,192,1037,9,49,65,5.4,69.1,0,2018
121,119,Phillip Tanner,DAL,23,RB,9,0,22,76,1,5,17,3.5,8.4,0,2011
124,121,Phillip Tanner,DAL,24,RB,14,0,25,61,0,4,9,2.4,4.4,0,2012
164,160,Phillip Tanner,DAL,25,RB,16,0,9,12,1,2,9,1.3,0.8,1,2013
180,176,Pierre Strong,NWE,24,RB,15,0,10,100,1,5,44,10,6.7,0,2022
73,72,Pierre Thomas,NOR,23,RB,12,1,52,252,1,15,24,4.8,21,0,2007
43,43,Pierre Thomas,NOR,24,RB,15,5,129,625,9,43,42,4.8,41.7,1,2008
34,34,Pierre Thomas,NOR,25,RB,14,6,147,793,6,37,34,5.4,56.6,2,2009
54,54,Pierre Thomas,NOR,26,RB,6,3,83,269,2,19,16,3.2,44.8,0,2010
49,49,Pierre Thomas,NOR,27,RB,16,7,110,562,5,29,33,5.1,35.1,1,2011
43,43,Pierre Thomas,NOR,28,RB,15,4,105,473,1,17,48,4.5,31.5,0,2012
36,36,Pierre Thomas,NOR,29,RB,16,9,147,549,2,32,18,3.7,34.3,2,2013
87,86,Pierre Thomas,NOR,30,RB,11,3,45,222,2,14,27,4.9,20.2,0,2014
161,157,Pierre Thomas,2TM,31,RB,5,0,15,64,0,0,11,4.3,12.8,0,2015
31,31,Priest Holmes,BAL,27,RB,16,2,137,588,2,38,21,4.3,36.8,2,2000
26,27,Priest Holmes,KAN,31,RB,8,8,196,892,14,59,33,4.6,111.5,4,2004
41,41,Priest Holmes,KAN,32,RB,7,7,119,451,6,30,35,3.8,64.4,1,2005
77,76,Priest Holmes,KAN,34,RB,4,2,46,137,0,6,11,3,34.3,0,2007
4,5,Priest Holmes*+,KAN,28,RB,16,16,327,1555,8,81,41,4.8,97.2,4,2001
6,7,Priest Holmes*+,KAN,29,RB,14,14,313,1615,21,105,56,5.2,115.4,1,2002
8,9,Priest Holmes*+,KAN,30,RB,16,16,320,1420,27,90,31,4.4,88.8,1,2003
123,120,Qadree Ollison,ATL,23,RB,8,0,22,50,4,6,6,2.3,6.3,1,2019
353,343,Qadree Ollison,ATL,24,RB,3,0,1,3,0,1,3,3,1,0,2020
140,137,Qadree Ollison,ATL,25,RB,8,0,21,105,1,7,19,5,13.1,1,2021
47,47,Quentin Griffin,DEN,22,RB,10,1,94,345,0,16,23,3.7,34.5,3,2003
51,51,Quentin Griffin,DEN,23,RB,6,4,85,311,2,14,47,3.7,51.8,3,2004
269,262,Quincy Wilson,CIN,25,RB,3,0,2,2,0,0,5,1,0.7,0,2006
162,158,Quinton Ganther,TEN,24,RB,13,0,9,61,0,3,22,6.8,4.7,0,2008
72,71,Quinton Ganther,WAS,25,RB,8,4,62,201,3,12,13,3.2,25.1,0,2009
165,161,Quinton Ganther,2TM,26,RB,11,1,9,18,0,0,11,2,1.6,0,2010
120,118,R.J. Bowers,PIT,27,RB,3,0,18,84,1,5,21,4.7,28,0,2001
132,129,Rabih Abdullah,TAM,25,RB,12,0,16,70,0,5,19,4.4,5.8,0,2000
136,133,Rabih Abdullah,TAM,26,RB,16,0,11,40,0,2,12,3.6,2.5,0,2001
133,130,Rabih Abdullah,CHI,28,RB,15,0,18,37,0,4,10,2.1,2.5,0,2003
138,135,Rabih Abdullah,NWE,29,RB,9,0,13,13,1,3,5,1,1.4,0,2004
39,39,Rachaad White,TAM,23,RB,17,8,129,481,1,27,35,3.7,28.3,3,2022
137,134,Rafael Cooper,DET,27,RB,5,0,12,57,0,4,18,4.8,11.4,0,2002
129,126,Raheem Blackshear,CAR,23,RB,13,1,23,77,3,7,16,3.3,5.9,1,2022
322,313,Raheem Mostert,2TM,24,RB,3,0,1,6,0,0,6,6,2,0,2016
192,187,Raheem Mostert,SFO,25,RB,11,0,6,30,0,1,16,5,2.7,1,2017
107,105,Raheem Mostert,SFO,26,RB,9,0,34,261,1,13,52,7.7,29,1,2018
33,33,Raheem Mostert,SFO,27,RB,16,0,137,772,8,31,41,5.6,48.3,2,2019
47,47,Raheem Mostert,SFO,28,RB,8,8,104,521,2,22,80,5,65.1,1,2020
299,291,Raheem Mostert,SFO,29,RB,1,1,2,20,0,1,11,10,20,0,2021
28,29,Raheem Mostert,MIA,30,RB,16,14,181,891,3,44,67,4.9,55.7,1,2022
144,141,Ran Carthon,IND,24,RB,6,0,13,18,1,3,7,1.4,3,1,2005
211,206,Ran Carthon,IND,25,RB,3,0,3,4,1,1,3,1.3,1.3,0,2006
75,74,Randy Jordan,OAK,30,RB,16,0,46,213,3,10,43,4.6,13.3,1,2000
131,128,Randy Jordan,OAK,31,RB,16,0,13,59,0,1,37,4.5,3.7,0,2001
228,222,Randy Jordan,OAK,32,RB,14,0,3,14,1,1,12,4.7,1,0,2002
59,59,Rashaad Penny,SEA,22,RB,14,0,85,419,2,18,38,4.9,29.9,0,2018
63,62,Rashaad Penny,SEA,23,RB,10,0,65,370,3,16,58,5.7,37,1,2019
164,160,Rashaad Penny,SEA,24,RB,3,0,11,34,0,1,7,3.1,11.3,0,2020
48,48,Rashaad Penny,SEA,25,RB,10,6,119,749,6,28,62,6.3,74.9,0,2021
77,76,Rashaad Penny,SEA,26,RB,5,5,57,346,2,15,41,6.1,69.2,1,2022
88,87,Rashad Jennings,JAX,24,RB,15,0,39,202,1,8,28,5.2,13.5,0,2009
52,52,Rashad Jennings,JAX,25,RB,13,3,84,459,4,24,74,5.5,35.3,0,2010
44,44,Rashad Jennings,JAX,27,RB,10,6,101,283,2,16,21,2.8,28.3,3,2012
31,31,Rashad Jennings,OAK,28,RB,15,8,163,733,6,35,80,4.5,48.9,0,2013
25,26,Rashad Jennings,NYG,29,RB,11,9,167,639,4,39,18,3.8,58.1,1,2014
16,17,Rashad Jennings,NYG,30,RB,16,16,195,863,3,42,38,4.4,53.9,3,2015
22,23,Rashad Jennings,NYG,31,RB,13,12,181,593,3,29,25,3.3,45.6,1,2016
123,120,Rashard Mendenhall,PIT,21,RB,4,1,19,58,0,3,12,3.1,14.5,0,2008
10,11,Rashard Mendenhall,PIT,22,RB,16,12,242,1108,7,50,60,4.6,69.3,3,2009
3,4,Rashard Mendenhall,PIT,23,RB,16,16,324,1273,13,61,50,3.9,79.6,2,2010
14,15,Rashard Mendenhall,PIT,24,RB,15,15,228,928,9,46,68,4.1,61.9,1,2011
79,78,Rashard Mendenhall,PIT,25,RB,6,4,51,182,0,9,20,3.6,30.3,3,2012
16,17,Rashard Mendenhall,ARI,26,RB,15,15,217,687,8,45,28,3.2,45.8,4,2013
245,239,Ray Agnew,CLE,23,RB,12,9,2,2,0,1,2,1,0.2,0,2014
202,197,Ray Graham,HOU,23,RB,1,0,4,8,0,0,4,2,8,0,2013
46,46,Ray Rice,BAL,21,RB,13,4,107,454,0,21,60,4.2,34.9,1,2008
6,7,Ray Rice,BAL,23,RB,16,14,307,1220,5,53,50,4,76.3,0,2010
18,19,Ray Rice,BAL,26,RB,15,15,214,660,4,28,47,3.1,44,2,2013
8,9,Ray Rice*,BAL,22,RB,16,15,254,1339,7,53,59,5.3,83.7,3,2009
2,3,Ray Rice*,BAL,24,RB,16,16,291,1364,12,54,70,4.7,85.3,2,2011
13,14,Ray Rice*,BAL,25,RB,16,16,257,1143,9,52,46,4.4,71.4,1,2012
142,139,Raymont Harris,2TM,30,RB,4,0,13,36,0,0,7,2.8,9,0,2000
104,102,ReShard Lee,DAL,24,RB,14,0,27,128,1,8,14,4.7,9.1,0,2004
157,153,ReShard Lee,GNB,25,RB,7,1,11,16,0,1,4,1.5,2.3,2,2005
115,113,ReShard Lee,OAK,26,RB,16,3,21,72,2,7,13,3.4,4.5,1,2006
141,138,Reggie Bonnafon,CAR,23,RB,16,0,16,116,1,2,59,7.3,7.3,0,2019
158,154,Reggie Bonnafon,CAR,24,RB,2,0,12,69,0,4,22,5.8,34.5,0,2020
318,309,Reggie Bonnafon,CAR,25,RB,4,0,1,4,0,0,4,4,1,0,2021
270,263,Reggie Bonnafon,WAS,26,RB,1,0,3,8,0,0,5,2.7,8,0,2022
203,198,Reggie Brown,SEA,27,RB,12,1,3,6,0,1,3,2,0.5,0,2000
37,37,Reggie Bush,NOR,21,RB,16,8,155,565,6,28,18,3.6,35.3,2,2006
33,33,Reggie Bush,NOR,22,RB,12,10,157,581,4,37,22,3.7,48.4,8,2007
47,47,Reggie Bush,NOR,23,RB,10,9,106,404,2,20,43,3.8,40.4,3,2008
64,63,Reggie Bush,NOR,24,RB,14,8,70,390,5,19,55,5.6,27.9,4,2009
89,88,Reggie Bush,NOR,25,RB,8,6,36,150,0,6,23,4.2,18.8,2,2010
16,17,Reggie Bush,MIA,26,RB,15,15,216,1086,6,41,76,5,72.4,4,2011
15,16,Reggie Bush,MIA,27,RB,16,16,227,986,6,43,65,4.3,61.6,4,2012
14,15,Reggie Bush,DET,28,RB,14,14,223,1006,4,49,39,4.5,71.9,5,2013
61,60,Reggie Bush,DET,29,RB,11,9,76,297,2,9,26,3.9,27,0,2014
179,175,Reggie Bush,SFO,30,RB,5,1,8,28,0,0,9,3.5,5.6,0,2015
150,147,Reggie Bush,BUF,31,RB,13,0,12,-3,1,3,5,-0.3,-0.2,1,2016
113,111,Reno Mahe,PHI,24,RB,11,0,23,91,0,6,22,4,8.3,1,2004
126,123,Reno Mahe,PHI,25,RB,15,0,20,87,0,3,13,4.4,5.8,2,2005
198,193,Reno Mahe,PHI,26,RB,12,1,4,18,0,0,11,4.5,1.5,4,2006
103,101,Reuben Droughns,DET,23,RB,9,3,30,72,0,3,15,2.4,8,0,2001
202,197,Reuben Droughns,DEN,24,RB,16,0,4,11,1,1,9,2.8,0.7,0,2002
185,180,Reuben Droughns,DEN,25,RB,15,4,6,14,0,1,12,2.3,0.9,0,2003
10,11,Reuben Droughns,DEN,26,RB,16,15,275,1240,6,72,51,4.5,77.5,5,2004
9,10,Reuben Droughns,CLE,27,RB,16,16,309,1232,2,61,75,4,77,6,2005
26,27,Reuben Droughns,CLE,28,RB,14,12,220,758,4,38,22,3.4,54.1,5,2006
53,53,Reuben Droughns,NYG,29,RB,16,1,85,275,6,27,45,3.2,17.2,1,2007
168,164,Rex Burkhead,CIN,24,RB,9,0,9,27,1,1,10,3,3,0,2014
216,210,Rex Burkhead,CIN,25,RB,16,0,4,4,0,0,2,1,0.3,1,2015
59,59,Rex Burkhead,CIN,26,RB,16,1,74,344,2,24,17,4.6,21.5,1,2016
69,68,Rex Burkhead,NWE,27,RB,10,3,64,264,5,14,31,4.1,26.4,1,2017
74,73,Rex Burkhead,NWE,28,RB,8,4,57,186,0,11,12,3.3,23.3,2,2018
62,61,Rex Burkhead,NWE,29,RB,13,1,65,302,3,18,33,4.6,23.2,1,2019
73,72,Rex Burkhead,NWE,30,RB,10,0,67,274,3,18,18,4.1,27.4,0,2020
45,45,Rex Burkhead,HOU,31,RB,16,5,122,427,3,30,36,3.5,26.7,1,2021
121,119,Rex Burkhead,HOU,32,RB,16,0,26,80,0,4,9,3.1,5,0,2022
42,42,Rhamondre Stevenson,NWE,23,RB,12,2,133,606,5,33,21,4.6,50.5,2,2021
17,18,Rhamondre Stevenson,NWE,24,RB,17,7,210,1040,5,49,49,5,61.2,4,2022
208,203,Rich Alexis,JAX,25,RB,1,0,3,5,0,0,3,1.7,5,0,2006
74,73,Richard Huntley,PIT,28,RB,13,0,46,215,3,13,30,4.7,16.5,1,2000
32,32,Richard Huntley,CAR,29,RB,14,9,165,665,2,30,25,4,47.5,3,2001
225,219,Richard Huntley,DET,30,RB,3,1,3,4,0,0,3,1.3,1.3,0,2002
128,125,Richard Murphy,JAX,26,RB,5,0,23,92,0,3,14,4,18.4,0,2012
15,16,Ricky Watters,SEA,31,RB,16,16,278,1242,7,60,55,4.5,77.6,5,2000
54,54,Ricky Watters,SEA,32,RB,5,4,72,318,1,15,40,4.4,63.6,1,2001
20,21,Ricky Williams,NOR,23,RB,10,10,248,1000,8,56,26,4,100,6,2000
7,8,Ricky Williams,NOR,24,RB,16,16,313,1245,6,61,46,4,77.8,8,2001
149,146,Ricky Williams,IND,24,RB,10,0,11,35,0,2,10,3.2,3.5,0,2002
0,1,Ricky Williams,MIA,26,RB,16,16,392,1372,9,68,45,3.5,85.8,7,2003
75,74,Ricky Williams,IND,25,RB,13,4,48,155,2,7,19,3.2,11.9,2,2003
30,30,Ricky Williams,MIA,28,RB,12,3,168,743,6,39,35,4.4,61.9,1,2005
198,193,Ricky Williams,MIA,30,RB,1,0,6,15,0,2,6,2.5,15,1,2007
31,31,Ricky Williams,MIA,31,RB,16,3,160,659,4,36,51,4.1,41.2,5,2008
11,12,Ricky Williams,MIA,32,RB,16,7,241,1121,11,55,68,4.7,70.1,5,2009
32,32,Ricky Williams,MIA,33,RB,16,0,159,673,2,26,45,4.2,42.1,4,2010
51,51,Ricky Williams,BAL,34,RB,16,0,108,444,2,20,28,4.1,27.8,2,2011
0,1,Ricky Williams*+,MIA,25,RB,16,16,383,1853,16,94,63,4.8,115.8,7,2002
192,187,Rico Dowdle,DAL,22,RB,15,0,7,24,0,1,7,3.4,1.6,0,2020
79,78,Robert Chancey,SDG,28,RB,4,3,42,141,2,9,14,3.4,35.3,0,2000
112,110,Robert Edwards,MIA,28,RB,12,0,20,107,1,7,19,5.4,8.9,0,2002
130,127,Robert Holcombe,STL,26,RB,16,0,13,42,1,5,11,3.2,2.6,1,2001
68,67,Robert Holcombe,TEN,27,RB,8,0,47,242,0,14,39,5.1,30.3,1,2002
63,62,Robert Holcombe,TEN,28,RB,15,0,63,201,1,11,21,3.2,13.4,2,2003
295,287,Robert Hughes,IND,23,RB,5,1,1,5,0,1,5,5,1,0,2012
188,183,Robert Hughes,ARI,25,RB,16,4,7,11,0,3,5,1.6,0.7,0,2014
24,25,Robert Kelley,WAS,24,RB,15,9,168,704,6,30,66,4.2,46.9,0,2016
75,74,Robert Kelley,WAS,25,RB,7,7,62,194,3,7,21,3.1,27.7,0,2017
219,213,Robert Kelley,WAS,26,RB,2,0,4,8,0,1,6,2,4,0,2018
10,11,Robert Smith*,MIN,28,RB,16,16,295,1521,7,63,72,5.2,95.1,4,2000
56,56,Robert Turbin,SEA,23,RB,16,0,80,354,0,16,26,4.4,22.1,0,2012
58,58,Robert Turbin,SEA,24,RB,16,0,77,264,0,10,15,3.4,16.5,1,2013
65,64,Robert Turbin,SEA,25,RB,16,3,74,310,0,16,17,4.2,19.4,1,2014
83,82,Robert Turbin,2TM,26,RB,10,0,50,199,1,0,22,4,19.9,0,2015
82,81,Robert Turbin,IND,27,RB,15,0,47,164,7,20,18,3.5,10.9,0,2016
126,123,Robert Turbin,IND,28,RB,6,1,23,53,1,9,7,2.3,8.8,0,2017
226,220,Robert Turbin,IND,29,RB,2,0,4,10,0,0,5,2.5,5,1,2018
179,175,Roc Thomas,MIN,23,RB,5,0,8,30,0,2,23,3.8,6,0,2018
242,236,Rod Smart,PHI,24,RB,6,0,2,6,0,0,6,3,1,0,2001
313,304,Rod Smart,CAR,25,RB,16,0,1,2,0,1,2,2,0.1,0,2002
128,125,Rod Smart,CAR,26,RB,16,0,20,49,0,3,6,2.5,3.1,2,2003
245,239,Rod Smart,CAR,27,RB,3,0,3,4,0,0,3,1.3,1.3,1,2004
223,217,Rod Smart,CAR,28,RB,12,0,3,6,0,1,6,2,0.5,1,2005
259,252,Rod Smith,2TM,23,RB,11,0,2,5,0,0,3,2.5,0.5,0,2015
84,83,Rod Smith,DAL,25,RB,15,1,55,232,4,16,45,4.2,15.5,0,2017
89,88,Rod Smith,DAL,26,RB,16,1,44,127,1,10,14,2.9,7.9,0,2018
99,97,Rodney Smith,CAR,24,RB,7,1,41,156,1,14,13,3.8,22.3,1,2020
58,58,Rodney Thomas,TEN,27,RB,16,0,61,175,0,6,20,2.9,10.9,1,2000
90,89,Rodney Thomas,ATL,28,RB,12,0,37,126,0,5,21,3.4,10.5,0,2001
22,23,Ron Dayne,NYG,22,RB,16,4,228,770,5,48,50,3.4,48.1,1,2000
23,24,Ron Dayne,NYG,23,RB,16,7,180,690,7,39,61,3.8,43.1,2,2001
39,39,Ron Dayne,NYG,24,RB,16,1,125,428,3,27,30,3.4,26.8,1,2002
78,77,Ron Dayne,NYG,26,RB,14,2,52,179,1,10,15,3.4,12.8,0,2004
71,70,Ron Dayne,DEN,27,RB,10,0,53,270,1,14,55,5.1,27,1,2005
38,38,Ron Dayne,HOU,28,RB,11,6,151,612,5,40,19,4.1,55.6,1,2006
23,24,Ron Dayne,HOU,29,RB,13,8,194,773,6,44,39,4,59.5,1,2007
165,161,Ron Rivers,ATL,29,RB,6,0,8,27,0,1,10,3.4,4.5,0,2000
126,123,Ronald Jones II,TAM,21,RB,9,0,23,44,1,2,9,1.9,4.9,0,2018
23,24,Ronald Jones II,TAM,22,RB,16,9,172,724,6,34,49,4.2,45.3,3,2019
12,13,Ronald Jones II,TAM,23,RB,14,13,192,978,7,48,98,5.1,69.9,2,2020
52,52,Ronald Jones II,TAM,24,RB,16,3,101,428,4,25,30,4.2,26.8,2,2021
149,146,Ronald Jones II,KAN,25,RB,6,0,17,70,1,4,13,4.1,11.7,0,2022
141,138,Rondell Mealey,GNB,24,RB,11,0,11,37,0,1,9,3.4,3.4,0,2001
147,144,Rondell Mealey,GNB,25,RB,3,1,11,36,1,3,18,3.3,12,0,2002
163,159,Ronney Jenkins,SDG,23,RB,16,0,8,6,0,0,4,0.8,0.4,3,2000
274,267,Ronney Jenkins,SDG,24,RB,16,0,1,-1,0,0,-1,-1,-0.1,1,2001
22,23,Ronnie Brown,MIA,24,RB,15,14,207,907,4,42,65,4.4,60.5,4,2005
19,20,Ronnie Brown,MIA,25,RB,13,12,241,1008,5,50,47,4.2,77.5,4,2006
44,44,Ronnie Brown,MIA,26,RB,7,7,119,602,4,39,60,5.1,86,0,2007
33,33,Ronnie Brown,MIA,28,RB,9,9,147,648,8,32,45,4.4,72,1,2009
22,23,Ronnie Brown,MIA,29,RB,16,16,200,734,5,40,51,3.7,45.9,3,2010
93,91,Ronnie Brown,PHI,30,RB,16,2,42,136,1,11,15,3.2,8.5,1,2011
87,86,Ronnie Brown,SDG,31,RB,14,1,46,220,0,12,21,4.8,15.7,0,2012
89,88,Ronnie Brown,SDG,32,RB,16,0,45,157,1,10,13,3.5,9.8,0,2013
135,132,Ronnie Brown,2TM,33,RB,10,0,20,63,0,0,11,3.2,6.3,0,2014
21,22,Ronnie Brown*,MIA,27,RB,16,13,214,916,10,49,62,4.3,57.3,1,2008
186,181,Ronnie Cruz,KAN,25,RB,5,3,5,19,0,0,7,3.8,3.8,0,2006
54,54,Ronnie Hillman,DEN,21,RB,14,0,85,330,1,19,31,3.9,23.6,2,2012
75,74,Ronnie Hillman,DEN,22,RB,10,0,55,218,1,14,19,4,21.8,2,2013
42,42,Ronnie Hillman,DEN,23,RB,8,4,106,434,3,20,37,4.1,54.3,1,2014
11,12,Ronnie Hillman,DEN,24,RB,16,10,207,863,7,44,72,4.2,53.9,3,2015
85,84,Ronnie Hillman,2TM,25,RB,8,1,41,131,0,0,17,3.2,16.4,0,2016
194,189,Ronnie Rivers,LAR,23,RB,8,1,9,21,0,1,5,2.3,2.6,0,2022
314,305,Ronnie Wingo,BUF,22,RB,2,0,1,4,0,0,4,4,2,0,2013
323,314,Roosevelt Nix,PIT,26,RB,16,0,1,4,0,0,4,4,0.3,0,2018
235,229,Roosevelt Nix*,PIT,25,RB,16,4,3,0,1,1,1,0,0,0,2017
31,31,Roy Helu,WAS,23,RB,15,5,151,640,2,31,28,4.2,42.7,2,2011
249,242,Roy Helu,WAS,24,RB,3,0,2,2,0,0,1,1,0.7,0,2012
69,68,Roy Helu,WAS,25,RB,16,0,62,274,4,20,24,4.4,17.1,2,2013
93,91,Roy Helu,WAS,26,RB,14,0,40,216,1,10,18,5.4,15.4,2,2014
144,141,Roy Helu,OAK,27,RB,9,0,17,39,0,4,12,2.3,4.3,0,2015
38,38,Royce Freeman,DEN,22,RB,14,8,130,521,5,30,24,4,37.2,1,2018
36,36,Royce Freeman,DEN,23,RB,16,0,132,496,3,22,26,3.8,31,0,2019
107,105,Royce Freeman,DEN,24,RB,16,0,35,170,0,10,23,4.9,10.6,0,2020
81,80,Royce Freeman,2TM,25,RB,15,0,56,169,0,8,13,3,11.3,0,2021
97,95,Royce Freeman,HOU,26,RB,4,1,41,117,0,7,11,2.9,29.3,1,2022
123,120,Rudi Johnson,CIN,23,RB,7,0,17,67,0,6,13,3.9,9.6,0,2002
20,21,Rudi Johnson,CIN,24,RB,13,5,215,957,9,51,54,4.5,73.6,0,2003
5,6,Rudi Johnson,CIN,26,RB,16,14,337,1458,12,80,33,4.3,91.1,1,2005
3,4,Rudi Johnson,CIN,27,RB,16,15,341,1309,12,70,22,3.8,81.8,6,2006
27,28,Rudi Johnson,CIN,28,RB,11,9,170,497,3,27,22,2.9,45.2,3,2007
58,58,Rudi Johnson,DET,29,RB,14,4,76,237,1,11,27,3.1,16.9,1,2008
1,2,Rudi Johnson*,CIN,25,RB,16,16,361,1454,12,74,52,4,90.9,4,2004
24,25,Ryan Grant,GNB,25,RB,15,7,188,956,8,38,66,5.1,63.7,1,2007
4,5,Ryan Grant,GNB,26,RB,16,14,312,1203,4,54,57,3.9,75.2,4,2008
6,7,Ryan Grant,GNB,27,RB,16,16,282,1253,11,64,62,4.4,78.3,1,2009
171,167,Ryan Grant,GNB,28,RB,1,1,8,45,0,2,18,5.6,45,0,2010
35,35,Ryan Grant,GNB,29,RB,15,14,134,559,2,27,47,4.2,37.3,1,2011
108,106,Ryan Grant,2TM,30,RB,5,1,32,132,2,0,18,4.1,26.4,1,2012
34,34,Ryan Mathews,SDG,23,RB,12,9,158,678,7,25,31,4.3,56.5,5,2010
23,24,Ryan Mathews,SDG,25,RB,12,9,184,707,1,35,31,3.8,58.9,2,2012
3,4,Ryan Mathews,SDG,26,RB,16,14,285,1255,6,55,51,4.4,78.4,2,2013
64,63,Ryan Mathews,SDG,27,RB,6,6,74,330,3,19,32,4.5,55,1,2014
44,44,Ryan Mathews,PHI,28,RB,13,6,106,539,6,34,63,5.1,41.5,3,2015
26,27,Ryan Mathews,PHI,29,RB,13,8,155,661,8,40,30,4.3,50.8,3,2016
15,16,Ryan Mathews*,SDG,24,RB,14,14,222,1091,6,51,39,4.9,77.9,5,2011
68,67,Ryan Moats,PHI,23,RB,7,1,55,278,3,12,59,5.1,39.7,3,2005
114,112,Ryan Moats,PHI,24,RB,8,0,22,69,0,5,13,3.1,8.6,0,2006
105,103,Ryan Moats,HOU,26,RB,9,0,26,94,1,6,12,3.6,10.4,0,2008
50,50,Ryan Moats,HOU,27,RB,14,2,101,390,4,25,17,3.9,27.9,3,2009
274,267,Ryan Nall,CHI,24,RB,8,0,2,8,0,1,7,4,1,0,2019
258,251,Ryan Nall,CHI,25,RB,16,0,3,0,0,0,0,0,0,0,2020
356,346,Ryan Nall,CHI,26,RB,9,0,1,4,0,0,4,4,0.4,0,2021
133,130,Ryan Torain,DEN,22,RB,2,1,15,69,1,4,19,4.6,34.5,0,2008
31,31,Ryan Torain,WAS,24,RB,10,8,164,742,4,35,54,4.5,74.2,2,2010
74,73,Ryan Torain,WAS,25,RB,8,4,59,200,1,5,39,3.4,25,1,2011
75,74,Ryan Williams,ARI,22,RB,5,3,58,164,0,8,25,2.8,32.8,2,2012
99,97,Ryquell Armstead,JAX,23,RB,16,1,35,108,0,5,16,3.1,6.8,0,2019
154,150,Ryquell Armstead,JAX,25,RB,2,0,15,80,0,3,26,5.3,40,0,2021
71,70,Salvon Ahmed,MIA,22,RB,6,4,75,319,3,18,31,4.3,53.2,0,2020
88,87,Salvon Ahmed,MIA,23,RB,12,0,54,149,0,8,16,2.8,12.4,0,2021
170,166,Salvon Ahmed,MIA,24,RB,12,0,12,64,1,4,11,5.3,5.3,0,2022
25,26,Samaje Perine,WAS,22,RB,16,8,175,603,1,23,30,3.4,37.7,2,2017
176,172,Samaje Perine,WAS,23,RB,5,0,8,32,0,2,11,4,6.4,0,2018
198,193,Samaje Perine,2TM,24,RB,7,0,5,16,0,1,9,3.2,2.3,0,2019
78,77,Samaje Perine,CIN,25,RB,16,1,63,301,3,16,46,4.8,18.8,0,2020
85,84,Samaje Perine,CIN,26,RB,16,0,55,246,1,11,46,4.5,15.4,0,2021
51,51,Samaje Perine,CIN,27,RB,16,2,95,394,2,19,29,4.1,24.6,0,2022
36,36,Samkon Gado,GNB,23,RB,8,5,143,582,6,32,64,4.1,72.8,4,2005
61,60,Samkon Gado,2TM,24,RB,9,1,56,210,1,0,34,3.8,23.3,1,2006
